,price,Furnishing,Bathroom,Balcony,bhk,locality,City
141,"42,000",Furnished,3,3,2 BHK Apartment ," Kolte Patil 24k Sereno, Baner ",Pune
142,"30,000",Semi-Furnished,3,1,3 BHK Apartment ," Bhandari Latitude, Wakad ",Pune
143,"25,000",Semi-Furnished,1,1,1 BHK Apartment ," Magarpatta Heliconia, Magarpatta ",Pune
144,"45,000",Furnished,3,2,3 BHK Apartment ," Kool Homes Arena, Balewadi ",Pune
145,"40,000",Unfurnished,3,3,3 BHK Apartment ," Kolte Patil 24k Sereno, Pan Card Club Road ",Pune
146,"48,500",Furnished,3,2,3 BHK Apartment ," Pinnac Memories , Ideal Colony, Kothrud ",Pune
147,100000,Semi-Furnished,4,3,4 BHK Apartment ," Kasturi Epitome, Wakad ",Pune
148,"25,000",Unfurnished,3,2,3 BHK Apartment ," Sanskriti Arcade, Kaspate Wasti ",Pune
149,"26,000",Semi-Furnished,2,2,2 BHK Apartment ," Kolte-Patil Western Avenue, Shankar Kalat Nagar ",Pune
150,"15,000",Unfurnished,2,2,3 BHK Apartment ," kalashree nanded city, Nanded ",Pune
151,"35,000",Unfurnished,2,1,2 BHK Apartment ," Park Xpress II, Baner ",Pune
152,"27,000",Unfurnished,3,2,3 BHK Villa ," Shubhashree Woods, Pimple Saudagar, Pimpri Chinchwad ",Pune
153,"91,000",Furnished,4,2,4 BHK Penthouse ," Marvel Bounty, Hadapsar ",Pune
154,"51,000",Semi-Furnished,3,2,3 BHK Apartment , Agarkar Nagar ,Pune
155,"38,000",Unfurnished,2,1,2 BHK Apartment ," Ganga Platino, EON Free Zone, Kharadi ",Pune
156,"65,000",Semi-Furnished,3,2,3 BHK Apartment ," Panchshil Towers, Kharadi ",Pune
157,"24,000",Semi-Furnished,2,2,2 BHK Apartment ," Pyramid Atlante, Bhumkar Nagar Wakad ",Pune
158,"27,000",Semi-Furnished,2,2,2 BHK Apartment ," Prasun Sarvam, Tukaram Nagar Kharadi ",Pune
159,"40,000",Furnished,3,2,3 BHK Villa , Dwarkadheesh Gardens ,Pune
160,"16,000",Unfurnished,1,1,1 BHK Apartment ," Vardhaman Residency, Wakad ",Pune
161,110000,Unfurnished,3,2,3 BHK Apartment ," Marvel Vivacity, Kalyani Nagar ",Pune
162,"35,000",Semi-Furnished,2,1,2 BHK Apartment , Erandwane ,Pune
163,"80,000",Unfurnished,3,3,3 BHK Apartment ," Panchshil Towers, Kharadi ",Pune
