,price,Furnishing,Bathroom,Balcony,bhk,locality,City
75,"18,000",Semi-Furnished,2,2,3 BHK Apartment , Kelambakkam ,Chennai
76,"35,000",Unfurnished,2,1,2 BHK Apartment , Mylapore ,Chennai
77,"70,000",Semi-Furnished,3,3,3 BHK Apartment , Egmore ,Chennai
78,"40,000",Semi-Furnished,3,1,3 BHK Builder Floor , Kottivakkam ,Chennai
79,"70,000",Semi-Furnished,4,2,3 BHK Apartment , Anna Nagar West ,Chennai
80,220000,Furnished,5,3,4 BHKHouse , Akkarai ,Chennai
81,"45,000",Furnished,3,1,3 BHK Apartment , Kalakshetra Colony ,Chennai
82,120000,Furnished,2,1,2 BHK Apartment , MRC Nagar ,Chennai
83,"30,000",Semi-Furnished,2,0,2 BHK Apartment , SIDCO Industrial Estate Guindy ,Chennai
84,"55,000",Semi-Furnished,3,2,3 BHK Apartment , Sterling Road ,Chennai
85,"20,000",Furnished,2,1,3 BHK Apartment , Kelambakkam ,Chennai
86,"45,000",Semi-Furnished,2,1,2 BHK Apartment , Jamaliya Nagar Perambur ,Chennai
87,"23,000",Semi-Furnished,3,1,3 BHKHouse , Pallavaram ,Chennai
88,"20,000",Semi-Furnished,3,3,3 BHK Apartment , Thirumullaivoyal ,Chennai
89,150000,Semi-Furnished,3,1,3 BHK Apartment , Adyar ,Chennai
90,"11,000",Semi-Furnished,2,1,2 BHKHouse , Madambakkam ,Chennai
91,"40,000",Semi-Furnished,4,1,4 BHK Villa , GR Nagar Ramapuram ,Chennai
92,"12,875",Semi-Furnished,2,0,2 BHK Apartment , Mogappair West Ambattur Industrial Estate ,Chennai
93,"35,000",Furnished,2,1,3 BHK Apartment , Poonamallee ,Chennai
94,"48,000",Semi-Furnished,3,2,3 BHK Apartment , Egattur ,Chennai
95,"16,000",Unfurnished,2,1,3 BHKHouse , Old Pallavaram ,Chennai
96,"28,000",Unfurnished,2,1,1 BHK Apartment , Kilpauk ,Chennai
97,"35,000",Semi-Furnished,2,1,3 BHK Apartment , Korattur ,Chennai
98,"28,000",Unfurnished,2,0,2 BHK Apartment ," Harrington Road,  ",Chennai
99,300000,Semi-Furnished,4,4,4 BHKHouse , Mylapore ,Chennai
100,"7,000",Unfurnished,1,1,Studio Apartment , Mandavelipakkam ,Chennai
101,"24,000",Semi-Furnished,2,0,2 BHK Apartment , Nandanam ,Chennai
102,"85,000",Semi-Furnished,3,0,3 BHK Apartment , Kotturpuram ,Chennai
103,130000,Furnished,4,3,3 BHK Villa , East Coast Road ,Chennai
104,"15,500",Semi-Furnished,2,3,2 BHK Builder Floor , Rajaji Nagar Villivakkam ,Chennai
105,"6,000",Unfurnished,1,1,1 BHKHouse , Railway Colony Aminjikarai ,Chennai
106,"15,000",Semi-Furnished,1,0,2 BHK Apartment , Sri Ayyappa Nagar Stage II Chinmaya Nagar stage 1 ,Chennai
107,"30,000",Unfurnished,3,3,3 BHK Apartment , Tondiarpet ,Chennai
108,"15,000",Semi-Furnished,2,1,2 BHK Apartment , Velachery ,Chennai
109,"9,500",Unfurnished,1,0,2 BHK Apartment , Pammal ,Chennai
110,"50,000",Furnished,3,0,4 BHK Villa ," Alliance Bougainville society   , iyyappanthangal ",Chennai
111,"8,500",Semi-Furnished,1,0,1 BHK Apartment , Rajakilpakkam ,Chennai
112,"12,000",Semi-Furnished,3,0,2 BHKHouse , Vinayakapuram Lakshmipuram ,Chennai
113,"15,000",Semi-Furnished,2,0,2 BHKHouse , Madhavaram ,Chennai
