price,Furnishing,Bathroom,Balcony,locality,bhk,city
25000,Semi-Furnished,3,0," Shanti Kunj,  ",3 BHK Apartment  ,New Delhi
16000,Semi-Furnished,2,0, Gandhi Nagar ,3 BHK Builder Floor  ,New Delhi
12000,Semi-Furnished,2,1," Devli, Sangam Vihar ",2 BHK Apartment  ,New Delhi
32000,Furnished,2,1, GH 13 Paschim Vihar ,2 BHK Apartment  ,New Delhi
13000,Unfurnished,1,1," Devli Khanpur, Khanpur, Madangir ",1 BHK Apartment  ,New Delhi
12000,Furnished,1,1," DDA Flats, Jasola Vihar ",1 BHK Apartment  ,New Delhi
26500,Semi-Furnished,2,0," Siddhartha Extension Pocket C, Maharani Bagh, New Friends Colony ",2 BHK Apartment  ,New Delhi
10000,Unfurnished,1,0," Palam Colony, Palam ",1 BHK Builder Floor  ,New Delhi
35000,Unfurnished,2,2," DDA E2 Vasant Kunj, Vasant Kunj Sector D ",3 BHK Apartment  ,New Delhi
55000,Semi-Furnished,3,0, West Patel Nagar ,3 BHK  House  ,New Delhi
50000,Semi-Furnished,3,2," MP Enclave, Pitampura ",3 BHK Builder Floor  ,New Delhi
28000,Semi-Furnished,2,1, 42A MADAN PARK EAST PUNJABI BAGH ,3 BHK  House  ,New Delhi
50000,Semi-Furnished,3,1, New Friends Colony ,3 BHK Apartment  ,New Delhi
9000,Unfurnished,1,2, Burari ,2 BHK Builder Floor  ,New Delhi
130000,Semi-Furnished,2,2, Green Park Extension ,3 BHK Builder Floor  ,New Delhi
24000,Semi-Furnished,1,1," East of Kailash , East Of Kailash ",1 BHK Apartment  ,New Delhi
22000,Furnished,1,1, Rohini Sector 5 ,2 BHK Builder Floor  ,New Delhi
13000,Semi-Furnished,1,1," Keshav Puram, Tri Nagar ",2 BHK Apartment  ,New Delhi
15000,Unfurnished,2,2," Meenakshi Garden, Tilak Nagar ",2 BHK Builder Floor  ,New Delhi
10000,Unfurnished,1,0, Vishnu Garden ,1 BHK Builder Floor  ,New Delhi
13000,Unfurnished,1,2," Sadh Nagar, Palam Village ",2 BHK Apartment  ,New Delhi
14000,Semi-Furnished,2,2," Om Vihar, Nawada ",2 BHK Builder Floor  ,New Delhi
18500,Semi-Furnished,1,1, Sheikh Sarai Phase 1 ,2 BHK  House  ,New Delhi
120000,Semi-Furnished,7,4, Hari Nagar ,7 BHK  House  ,New Delhi
14750,Furnished,1,0, Shahdara ,3 BHK  House  ,New Delhi
24000,Semi-Furnished,2,1," Majlis Park, Azadpur ",3 BHK Apartment  ,New Delhi
13000,Semi-Furnished,1,1, paryavaran  complex ,1 BHK Apartment  ,New Delhi
10000,Unfurnished,1,1," Jharoda Majra Burari, Burari ",2 BHK Apartment  ,New Delhi
21000,Unfurnished,2,1," New Mahavir Nagar, Tilak Nagar ",2 BHK Builder Floor  ,New Delhi
12000,Semi-Furnished,1,1, Nangloi ,2 BHK Builder Floor  ,New Delhi
11000,Unfurnished,1,1, Dakshinpuri ,2 BHK Apartment  ,New Delhi
8500,Unfurnished,1,0, Bawana ,1 BHK Apartment  ,New Delhi
25000,Semi-Furnished,2,1, Chhattarpur ,2 BHK Builder Floor  ,New Delhi
28000,Furnished,2,1, Malka Ganj ,2 BHK Builder Floor  ,New Delhi
30000,Furnished,1,0, Lajpat Nagar 2 ,1 BHK  House  ,New Delhi
60000,Semi-Furnished,3,0," DLF Capital Greens 1 and 2, Moti Nagar, Kirti Nagar ",3 BHK Apartment  ,New Delhi
7000,Semi-Furnished,1,0, Bhajanpura ,1 BHK Builder Floor  ,New Delhi
9500,Semi-Furnished,1,0, Janakpuri Block B 2B ,1 BHK Apartment  ,New Delhi
9500,Unfurnished,1,1, Rani Bagh ,1 BHK Builder Floor  ,New Delhi
20000,Semi-Furnished,1,2, Rohini Sector 3 ,2 BHK Builder Floor  ,New Delhi
36000,Semi-Furnished,2,3," Hans Vihar, Rohini ",3 BHK Apartment  ,New Delhi
8000,Unfurnished,1,2, Block E Shyam Vihar 1 Najafgarh ,1 BHK  House  ,New Delhi
25000,Unfurnished,2,1, Shakti Nagar ,2 BHK Builder Floor  ,New Delhi
5000,Unfurnished,1,1, Nangli Vihar ,2 BHK  House  ,New Delhi
33000,Semi-Furnished,2,0, chhatarpur enclave ,3 BHK Builder Floor  ,New Delhi
9000,Unfurnished,1,1, Narela ,2 BHK  House  ,New Delhi
38000,Furnished,2,0," New Gupta Colony, Kalyan Vihar ",3 BHK Apartment  ,New Delhi
14000,Unfurnished,1,1, Rishi Nagar ,2 BHK Builder Floor  ,New Delhi
40000,Furnished,1,1," Thakurs Apartment, Yusuf Sarai ",2 BHK Apartment  ,New Delhi
37000,Furnished,2,0, Pitampura ,2 BHK  House  ,New Delhi
16000,Unfurnished,2,1," Janak Park, Hari Nagar ",1 BHK Builder Floor  ,New Delhi
25000,Unfurnished,2,0, Geeta Colony ,2 BHK  House  ,New Delhi
17000,Furnished,1,0, Janakpuri ,1 BHK Builder Floor  ,New Delhi
32000,Semi-Furnished,2,0," Shanti Vihar, Karkardooma, Anand Vihar ",3 BHK  House  ,New Delhi
17000,Semi-Furnished,2,0, Pandav Nagar ,3 BHK Builder Floor  ,New Delhi
14000,Furnished,4,0, Bakoli ,8 BHK  House  ,New Delhi
14000,Semi-Furnished,1,1," Rithala, Rohini ",1 BHK  House  ,New Delhi
45000,Semi-Furnished,3,0, Pitampura ,3 BHK  House  ,New Delhi
28000,Furnished,2,0, Paschim Vihar ,2 BHK Builder Floor  ,New Delhi
6000,Unfurnished,1,0, Narela ,2 BHK  House  ,New Delhi
15000,Semi-Furnished,2,0, Bindapur ,3 BHK Builder Floor  ,New Delhi
22000,Furnished,2,0, East Krishna Nagar ,2 BHK  House  ,New Delhi
18000,Unfurnished,2,1," Nihal Vihar, Nangloi ",2 BHK Builder Floor  ,New Delhi
30000,Semi-Furnished,2,0, Rajouri Garden ,2 BHK Builder Floor  ,New Delhi
20000,Semi-Furnished,2,0, Dilshad Garden ,2 BHK Builder Floor  ,New Delhi
5000,Semi-Furnished,1,0, Karawal Nagar ,2 BHK  House  ,New Delhi
15000,Furnished,2,0, New Rohtak Road ,3 BHK Builder Floor  ,New Delhi
21000,Furnished,1,1, University Enclave ,2 BHK  House  ,New Delhi
11000,Unfurnished,1,0," Ganesh Nagar, Tilak Nagar ",1 BHK Apartment  ,New Delhi
30000,Furnished,2,0," Canara Apartment, Rohini Sector 13 ",2 BHK Apartment  ,New Delhi
85000,Furnished,3,0," M2K Victoria Gardens, Model Town ",3 BHK Apartment  ,New Delhi
80000,Unfurnished,1,0, New Friends Colony ,1 BHK Builder Floor  ,New Delhi
190000,Semi-Furnished,4,3, Vasant Vihar ,3 BHK Builder Floor  ,New Delhi
8000,Furnished,2,0, Bijwasan ,2 BHK  House  ,New Delhi
5000,Furnished,1,0, Nangli Sakrawati ,1 BHK  House  ,New Delhi
80000,Unfurnished,4,2, Janakpuri ,4 BHK Builder Floor  ,New Delhi
52000,Furnished,2,2," Bijli Apartments, Rana Pratap Bagh, Ashok Vihar North ",3 BHK Builder Floor  ,New Delhi
5000,Unfurnished,1,0, Madangir ,1 BHK  House  ,New Delhi
7000,Unfurnished,1,0," Paschimpuri, Paschim Vihar ",1 BHK  House  ,New Delhi
10000,Semi-Furnished,2,0, Mehrauli ,2 BHK Apartment  ,New Delhi
27000,Semi-Furnished,2,1, Pitampura ,2 BHK  House  ,New Delhi
8000,Semi-Furnished,1,0, Pandav Nagar ,1 BHK Builder Floor  ,New Delhi
22000,Semi-Furnished,1,2, Kalkaji Extention ,1 BHK Apartment  ,New Delhi
5000,Semi-Furnished,1,0, Hari Nagar ,2 BHK  House  ,New Delhi
15500,Furnished,1,1," RWA Khirki Ext, Malviya Nagar ",1 BHK  House  ,New Delhi
8000,Semi-Furnished,1,0, Mayur Vihar ,1 BHK  House  ,New Delhi
12000,Semi-Furnished,2,0, Uttam Nagar ,2 BHK Apartment  ,New Delhi
20000,Furnished,1,1," Karkardooma, Anand Vihar ",3 BHK Builder Floor  ,New Delhi
22000,Unfurnished,2,0, Dwarka Sector 14 ,3 BHK Builder Floor  ,New Delhi
12500,Semi-Furnished,2,0, Mayur Vihar ,2 BHK Builder Floor  ,New Delhi
61000,Semi-Furnished,4,2, Anand Vihar ,4 BHK Builder Floor  ,New Delhi
100000,Semi-Furnished,4,4, Chittaranjan Park ,4 BHK Builder Floor  ,New Delhi
75000,Unfurnished,4,2," DDA Krishna Apartment, Paschim Vihar ",4 BHK Builder Floor  ,New Delhi
22000,Semi-Furnished,2,1, Mahavir Enclave Part 1 ,3 BHK Builder Floor  ,New Delhi
15000,Semi-Furnished,1,1," DDA Flat, Paschim Vihar Block A6 ",1 BHK Apartment  ,New Delhi
16500,Furnished,1,0," DDA Tower Apartments, Pitampura ",1 BHK Apartment  ,New Delhi
12000,Unfurnished,2,2, Mahavir Enclave Part 1 ,2 BHK  House  ,New Delhi
22000,Semi-Furnished,2,1," Mansrover Park, Mansarowar Park ",3 BHK Apartment  ,New Delhi
140000,Semi-Furnished,3,2," Jangpura Extension, Jangpura ",3 BHK Builder Floor  ,New Delhi
30000,Unfurnished,2,1, Mukherjee Nagar ,3 BHK Builder Floor  ,New Delhi
8000,Semi-Furnished,1,0, Nand Nagri ,2 BHK Builder Floor  ,New Delhi
7500,Unfurnished,3,1, laxmi nagar mangal bazar ,1 BHK Apartment  ,New Delhi
12500,Unfurnished,1,0, Shahdara ,2 BHK  House  ,New Delhi
12000,Semi-Furnished,1,0, Dilshad Colony ,1 BHK Builder Floor  ,New Delhi
12500,Unfurnished,1,1, Sitapuri ,2 BHK Builder Floor  ,New Delhi
22000,Semi-Furnished,2,0, Tilakkhand Girinagar kalkaji ,2 BHK Apartment  ,New Delhi
90000,Furnished,4,0, Saket ,4 BHK Builder Floor  ,New Delhi
14000,Semi-Furnished,2,1, Neb Sarai ,2 BHK  House  ,New Delhi
25000,Unfurnished,2,2, Subhash Nagar ,3 BHK  House  ,New Delhi
27000,Furnished,1,0," DDA Resident Welfare Association, Dwarka Sector 6 ",1 BHK Apartment  ,New Delhi
50000,Semi-Furnished,3,3, Channasandra ,4 BHK Villa  ,New Delhi
26000,Semi-Furnished,2,0," Pink Apartment, Rohini Sector 13 ",3 BHK Apartment  ,New Delhi
150000,Semi-Furnished,3,4," Private Builders Independent Floor, Nirankari Colony, Mukherjee Nagar ",3 BHK Apartment  ,New Delhi
14000,Semi-Furnished,2,1, mayur vihar phase ii ,2 BHK Apartment  ,New Delhi
190000,Semi-Furnished,5,4, Vasant Vihar ,4 BHK Builder Floor  ,New Delhi
26000,Furnished,2,1, Indra Enclave ,2 BHK Builder Floor  ,New Delhi
30000,Semi-Furnished,3,2," Aastha Kunj Apartments, Rohini Sector 3 ",2 BHK Apartment  ,New Delhi
12000,Unfurnished,2,1," Molarband Extension, Badarpur ",3 BHK  House  ,New Delhi
15000,Furnished,1,1, Kondli ,1 BHK  House  ,New Delhi
6500,Unfurnished,1,1, sushil sadan ,1 BHK  House  ,New Delhi
9000,Unfurnished,1,1, BINDAPUR EXT ,2 BHK Apartment  ,New Delhi
19500,Unfurnished,1,2, Rohini Sector 3 ,2 BHK Builder Floor  ,New Delhi
300000,Furnished,3,2," Defence colony Villas, Defence Colony ",3 BHK Apartment  ,New Delhi
26500,Furnished,2,2, Sarvanchal residency ,2 BHK Apartment  ,New Delhi
16000,Unfurnished,2,1, Mukherjee Nagar ,2 BHK Apartment  ,New Delhi
16000,Unfurnished,1,1," Kewal Park Extension, Azadpur ",1 BHK Builder Floor  ,New Delhi
16000,Unfurnished,1,1," DDA GH 8 LIG Flats, Paschim Vihar ",1 BHK Apartment  ,New Delhi
9500,Unfurnished,1,1, Rani Bagh ,1 BHK Builder Floor  ,New Delhi
12000,Furnished,1,0," Kalkaji,  ",1 BHK Apartment  ,New Delhi
70000,Furnished,2,1," DDA Tower Apartments, Pitampura ",3 BHK Apartment  ,New Delhi
6500,Furnished,1,0, Asola ,2 BHK  House  ,New Delhi
12000,Furnished,2,1, Tirunelveli ,2 BHK  House  ,New Delhi
25000,Unfurnished,3,1, Sitapuri ,3 BHK Builder Floor  ,New Delhi
17000,Unfurnished,2,1, pocket 22 Rohini sector 24 ,2 BHK Builder Floor  ,New Delhi
17000,Semi-Furnished,2,0, Bijwasan ,3 BHK  House  ,New Delhi
23000,Semi-Furnished,2,2, Punjabi Bagh ,3 BHK  House  ,New Delhi
11000,Semi-Furnished,1,0, Plot No 177 Uttam Nagar  110059 ,2 BHK Villa  ,New Delhi
6000,Unfurnished,1,1, Dwarka Sector 1 ,1 BHK  House  ,New Delhi
120000,Semi-Furnished,4,0, Chittaranjan Park ,4 BHK Builder Floor  ,New Delhi
30000,Semi-Furnished,2,1," H Block Park Pocket, Vikaspuri ",2 BHK  House  ,New Delhi
19000,Unfurnished,1,2, Dabri ,2 BHK Apartment  ,New Delhi
48000,Semi-Furnished,3,3, Dwarka Sector 12 ,4 BHK Builder Floor  ,New Delhi
24000,Unfurnished,2,2, Rohini Sector 22 ,3 BHK Builder Floor  ,New Delhi
52000,Semi-Furnished,2,2, Shalimar Bagh West Block BM ,3 BHK Builder Floor  ,New Delhi
12999,Semi-Furnished,1,3, Najafgarh ,2 BHK  House  ,New Delhi
15000,Semi-Furnished,2,1," DDA Flats, Devli, Sangam Vihar ",2 BHK Apartment  ,New Delhi
14000,Semi-Furnished,2,1, Mandi-Jaunapur ,2 BHK Apartment  ,New Delhi
10000,Semi-Furnished,1,1, Govindpuri Main ,1 BHK Builder Floor  ,New Delhi
85000,Furnished,5,4, Vikaspuri ,4 BHK Builder Floor  ,New Delhi
8000,Unfurnished,1,0," Molarband Extension, Badarpur ",1 BHK  House  ,New Delhi
39500,Semi-Furnished,3,0, Punjabi Bagh East ,3 BHK  House  ,New Delhi
7500,Semi-Furnished,2,0, Nangloi ,3 BHK  House  ,New Delhi
18000,Furnished,1,0, Subhash Nagar ,2 BHK  House  ,New Delhi
28000,Unfurnished,3,0, Bijwasan ,3 BHK Builder Floor  ,New Delhi
15000,Unfurnished,1,0, Gharoli ,1 BHK Builder Floor  ,New Delhi
5000,Unfurnished,1,1, Najafgarh ,1 BHK  House  ,New Delhi
32000,Semi-Furnished,3,0, Sainik Farm ,3 BHK Builder Floor  ,New Delhi
12500,Furnished,2,0, Burari ,2 BHK  House  ,New Delhi
24000,Furnished,2,2, Raj Nagar 2 ,2 BHK  House  ,New Delhi
22000,Semi-Furnished,2,0, Krishna Nagar ,3 BHK Builder Floor  ,New Delhi
20000,Unfurnished,2,1," DDA Millennium Apartment, Rohini Sector 18 ",2 BHK Apartment  ,New Delhi
38000,Furnished,2,2, Vikaspuri ,3 BHK Builder Floor  ,New Delhi
25000,Semi-Furnished,1,0, South Extension ,1 BHK Builder Floor  ,New Delhi
9000,Unfurnished,2,0, Sangam Vihar ,2 BHK  House  ,New Delhi
25000,Semi-Furnished,2,0, Dashrath Puri ,3 BHK Builder Floor  ,New Delhi
40000,Unfurnished,2,2, Hari Nagar ,3 BHK Apartment  ,New Delhi
18000,Semi-Furnished,1,1," Prashant Vihar, Rohini ",1 BHK  House  ,New Delhi
110000,Furnished,4,4, Paschim Vihar ,5 BHK Builder Floor  ,New Delhi
10000,Unfurnished,1,0, Sagar Pur ,2 BHK Builder Floor  ,New Delhi
20000,Furnished,1,0, Sant Nagar ,2 BHK  House  ,New Delhi
18000,Furnished,1,0, Uttam Nagar ,1 BHK Builder Floor  ,New Delhi
42000,Furnished,1,0," DDA Flat, Janakpuri ",2 BHK Apartment  ,New Delhi
26000,Furnished,2,0, Dwarka Sector 17 ,2 BHK Builder Floor  ,New Delhi
25000,Furnished,1,0, Roop Nagar ,2 BHK Builder Floor  ,New Delhi
25000,Unfurnished,1,1, Punjabi Bagh East ,2 BHK Apartment  ,New Delhi
25000,Semi-Furnished,3,1, Basapura ,2 BHK Builder Floor  ,New Delhi
5000,Unfurnished,1,0, Alipur ,1 BHK  House  ,New Delhi
11000,Semi-Furnished,1,0," Hindustan Apartment, Mehrauli ",1 BHK Builder Floor  ,New Delhi
10000,Unfurnished,1,0, Chhatarpur ,1 BHK  House  ,New Delhi
17000,Semi-Furnished,2,0, Nawada ,3 BHK Apartment  ,New Delhi
12000,Unfurnished,1,0, Jangpura ,1 BHK Builder Floor  ,New Delhi
20000,Semi-Furnished,1,0," Yamuna Vihar RWA C2, Yamuna Vihar ",2 BHK  House  ,New Delhi
8000,Unfurnished,1,1," Sangam Vihar,  ",1 BHK Apartment  ,New Delhi
16000,Furnished,2,1, Govindpuri ,3 BHK Builder Floor  ,New Delhi
12000,Unfurnished,1,0, Vishnu Garden ,1 BHK  House  ,New Delhi
22000,Unfurnished,1,0, Chhattarpur ,2 BHK  House  ,New Delhi
27000,Furnished,2,0, DS 19 ,2 BHK Builder Floor  ,New Delhi
11000,Unfurnished,1,0," Savitri Nagar Village, Sheikh Sarai ",2 BHK Builder Floor  ,New Delhi
9000,Unfurnished,1,1, Kalyanpuri ,1 BHK Builder Floor  ,New Delhi
23000,Semi-Furnished,2,0," Shyam Nagar, Vishnu Garden ",3 BHK  House  ,New Delhi
27000,Furnished,2,0, Mahipalpur ,2 BHK Apartment  ,New Delhi
7000,Unfurnished,1,0," DDA Sai Nath Apartment, Rohini Sector 28 ",1 BHK Apartment  ,New Delhi
45000,Semi-Furnished,2,0," DDA KD Block, Pitampura ",3 BHK Apartment  ,New Delhi
10000,Semi-Furnished,2,0, Rajnagar Part II. Palam ,2 BHK Builder Floor  ,New Delhi
12500,Semi-Furnished,2,2," Vashisth Park, Sagarpur ",2 BHK Apartment  ,New Delhi
15000,Furnished,1,0, Uttam Nagar ,1 BHK Builder Floor  ,New Delhi
10000,Unfurnished,1,0," DDA Devli Apartment, Deoli, Sangam Vihar ",1 BHK  House  ,New Delhi
19000,Semi-Furnished,1,1, Hari Nagar ,2 BHK  House  ,New Delhi
8000,Semi-Furnished,1,0, Palam ,2 BHK  House  ,New Delhi
56250,Semi-Furnished,3,0," Kailash hills, East Of Kailash ",3 BHK Builder Floor  ,New Delhi
17000,Semi-Furnished,1,0, Rohini Sector 3 ,2 BHK Builder Floor  ,New Delhi
12000,Unfurnished,1,1," Jangpura B, Jangpura ",1 BHK Apartment  ,New Delhi
9000,Unfurnished,1,1," Naveen Shahdara, Shahdara ",1 BHK Apartment  ,New Delhi
22000,Semi-Furnished,2,2, Ramesh Nagar ,2 BHK Builder Floor  ,New Delhi
40000,Furnished,2,2," DDA Flats Sector-22, Dwarka ",3 BHK Apartment  ,New Delhi
13000,Unfurnished,2,1," Lado Sarai Extension, Lado Sarai ",2 BHK Apartment  ,New Delhi
27767,Semi-Furnished,2,0, Rajouri Garden ,2 BHK Builder Floor  ,New Delhi
12000,Unfurnished,1,2, Rohini Sector 8 ,1 BHK  House  ,New Delhi
14000,Unfurnished,1,0, Vasant Kunj Enclave ,1 BHK Builder Floor  ,New Delhi
22000,Furnished,2,0, Mahavir Enclave Part 1 ,2 BHK Builder Floor  ,New Delhi
32000,Semi-Furnished,1,2," Khan Complex, Motia Khan, Sadar Bazaar ",3 BHK Apartment  ,New Delhi
8500,Semi-Furnished,1,0," Adarsh Enclave, Aya Nagar ",1 BHK Apartment  ,New Delhi
35000,Semi-Furnished,3,0," Inder Puri Block A, Inder Puri ",3 BHK Builder Floor  ,New Delhi
6000,Unfurnished,1,0, Dilshad Colony ,1 BHK Builder Floor  ,New Delhi
12000,Unfurnished,1,0," Shakarpur Khas, Shakarpur ",1 BHK  House  ,New Delhi
10000,Unfurnished,1,0, Rohini Sector 17 ,1 BHK  House  ,New Delhi
18000,Unfurnished,2,1," Khirki extension, Malviya Nagar ",2 BHK Builder Floor  ,New Delhi
7000,Unfurnished,2,1, Burari ,2 BHK  House  ,New Delhi
10000,Unfurnished,1,0, Uttam Nagar ,2 BHK Builder Floor  ,New Delhi
13000,Semi-Furnished,2,0, Palam Village ,2 BHK  House  ,New Delhi
19000,Semi-Furnished,1,0, Rohini Sector 8 ,2 BHK  House  ,New Delhi
55000,Furnished,3,0, Anand Vihar ,3 BHK  House  ,New Delhi
7000,Unfurnished,1,0, Shahdara ,1 BHK Builder Floor  ,New Delhi
31000,Semi-Furnished,2,0, Greater Kailash ,2 BHK Builder Floor  ,New Delhi
40000,Furnished,2,2, Rohini Sector 13 ,3 BHK  House  ,New Delhi
13500,Semi-Furnished,2,0, Neb Sarai ,2 BHK Builder Floor  ,New Delhi
25000,Furnished,1,0, Rohini Sector 7 ,2 BHK  House  ,New Delhi
24000,Semi-Furnished,1,0, Shadipur ,2 BHK Builder Floor  ,New Delhi
8000,Unfurnished,1,2," Nathu Pura, Burari ",3 BHK  House  ,New Delhi
24000,Furnished,1,0, Panchsheel Park ,1 BHK  House  ,New Delhi
18000,Unfurnished,1,0," Paschimpuri, Paschim Vihar ",2 BHK  House  ,New Delhi
4500,Furnished,1,0, Nawada ,1 BHK  House  ,New Delhi
15000,Semi-Furnished,1,0," Krishi Vihar, Greater Kailash ",1 BHK Apartment  ,New Delhi
12000,Semi-Furnished,2,0, Dwarka Mor ,2 BHK  House  ,New Delhi
16000,Semi-Furnished,2,0, Krishna Nagar ,2 BHK Builder Floor  ,New Delhi
38000,Semi-Furnished,2,0, South Extension 1 ,2 BHK  House  ,New Delhi
18000,Furnished,2,0, Patel Nagar ,2 BHK  House  ,New Delhi
9000,Unfurnished,2,0, Chhattarpur ,2 BHK Builder Floor  ,New Delhi
11000,Semi-Furnished,1,2, Janakpuri ,1 BHK Apartment  ,New Delhi
38000,Semi-Furnished,3,3, Surajmal Vihar ,3 BHK Builder Floor  ,New Delhi
70000,Semi-Furnished,3,2, Greater Kailash 1 ,3 BHK Builder Floor  ,New Delhi
7500,Semi-Furnished,2,1, Najafgarh ,3 BHK  House  ,New Delhi
25000,Semi-Furnished,2,2, Janakpuri Block B1 ,2 BHK Builder Floor  ,New Delhi
11000,Unfurnished,1,1, Santosh Park ,1 BHK Apartment  ,New Delhi
15000,Unfurnished,2,1, Dwarka ,2 BHK Apartment  ,New Delhi
12500,Furnished,1,1," Everest Apartment, Kalkaji ",1 BHK Apartment  ,New Delhi
75000,Semi-Furnished,3,0, Chittaranjan Park ,3 BHK Builder Floor  ,New Delhi
9000,Unfurnished,2,0, Najafgarh ,2 BHK  House  ,New Delhi
29000,Unfurnished,3,0, Naraina ,3 BHK Builder Floor  ,New Delhi
22000,Unfurnished,2,2, Dwarka Sector 15 ,3 BHK Builder Floor  ,New Delhi
3000,Unfurnished,1,0, Burari ,1 BHK  House  ,New Delhi
28000,Furnished,2,0, Dwarka Sector 12 ,2 BHK Apartment  ,New Delhi
13000,Unfurnished,2,0, Uttam Nagar ,2 BHK Builder Floor  ,New Delhi
12500,Unfurnished,2,0, Pandav Nagar ,2 BHK Builder Floor  ,New Delhi
7000,Unfurnished,1,0, Dwarka ,2 BHK  House  ,New Delhi
20000,Unfurnished,2,0," Ganesh Nagar, Tilak Nagar ",2 BHK Builder Floor  ,New Delhi
15000,Furnished,1,0," Moti Nagar, Kirti Nagar ",1 BHK  House  ,New Delhi
13000,Unfurnished,2,1, Dwarka ,3 BHK  House  ,New Delhi
24000,Semi-Furnished,2,0, Pitampura ,3 BHK Builder Floor  ,New Delhi
20000,Unfurnished,2,0, Chittaranjan Park ,3 BHK  House  ,New Delhi
13000,Semi-Furnished,2,0, Govindpuri Main ,2 BHK Builder Floor  ,New Delhi
30000,Unfurnished,2,0, Malviya Nagar ,2 BHK Builder Floor  ,New Delhi
19000,Unfurnished,2,0, Jasola Vihar ,2 BHK  House  ,New Delhi
6000,Unfurnished,1,0, Sangam Vihar ,1 BHK  House  ,New Delhi
16000,Unfurnished,2,0, Shakarpur ,3 BHK Builder Floor  ,New Delhi
35000,Semi-Furnished,2,2, Ber Sarai ,2 BHK Apartment  ,New Delhi
9000,Semi-Furnished,1,0, Chattarpur Extension ,1 BHK  House  ,New Delhi
12000,Furnished,1,0, Rohini ,1 BHK  House  ,New Delhi
12000,Unfurnished,2,0, Uttam Nagar ,2 BHK  House  ,New Delhi
30000,Furnished,1,0, Karol Bagh ,2 BHK  House  ,New Delhi
8700,Unfurnished,1,1," Vipin Garden, Nawada ",2 BHK  House  ,New Delhi
13000,Unfurnished,1,0, Mayur Vihar 3 ,1 BHK Builder Floor  ,New Delhi
20000,Unfurnished,1,0, Tilak Nagar ,2 BHK  House  ,New Delhi
21000,Furnished,1,0, Lajpat Nagar 2 ,1 BHK Builder Floor  ,New Delhi
10000,Unfurnished,3,0, Mansarovar garden ,3 BHK  House  ,New Delhi
20000,Unfurnished,2,0, Laxmi Nagar ,3 BHK Builder Floor  ,New Delhi
26000,Semi-Furnished,2,0, Chhattarpur ,3 BHK Builder Floor  ,New Delhi
6000,Unfurnished,1,0, Bhajanpura ,2 BHK  House  ,New Delhi
15000,Semi-Furnished,2,1, Mahavir Enclave Part 1 ,3 BHK Builder Floor  ,New Delhi
35000,Semi-Furnished,3,2, Dwarka ,3 BHK Apartment  ,New Delhi
20000,Semi-Furnished,2,1," RWA Khirki Ext, Khirki extension, Malviya Nagar ",2 BHK Apartment  ,New Delhi
18000,Semi-Furnished,1,1, Laxmi Nagar ,1 BHK  House  ,New Delhi
11000,Unfurnished,1,0, Dwarka Sector 8 ,2 BHK  House  ,New Delhi
10000,Unfurnished,1,0, Dwarka ,2 BHK Builder Floor  ,New Delhi
33000,Furnished,2,0, East Of Kailash ,2 BHK Apartment  ,New Delhi
12000,Furnished,1,0, Mahavir Enclave ,1 BHK Builder Floor  ,New Delhi
11000,Furnished,1,0, Rohini Sector 3 ,1 BHK Builder Floor  ,New Delhi
16500,Semi-Furnished,2,0, Rohini Sector 5 ,2 BHK Builder Floor  ,New Delhi
6000,Unfurnished,2,0, Burari ,2 BHK  House  ,New Delhi
12500,Furnished,1,0, Sector 22 Rohini ,1 BHK Apartment  ,New Delhi
5000,Furnished,1,1, Model Town Phase 1 ,1 BHK Builder Floor  ,New Delhi
32000,Furnished,2,1, B6 extension Safdarjung Enclave ,2 BHK Apartment  ,New Delhi
12000,Semi-Furnished,2,1," Vishwakarma Colony, Mehrauli Badarpur Road ",2 BHK Apartment  ,New Delhi
5000,Unfurnished,1,1, Palam ,1 BHK  House  ,New Delhi
8500,Unfurnished,1,1, Uttam Nagar West ,2 BHK Builder Floor  ,New Delhi
20000,Furnished,1,0," Garhi, East of Kailash ",2 BHK  House  ,New Delhi
8500,Semi-Furnished,1,0, Laxmi Nagar ,1 BHK Builder Floor  ,New Delhi
8500,Unfurnished,1,0, Tilak Nagar ,1 BHK  House  ,New Delhi
40000,Furnished,2,0," Yojna Vihar, Anand Vihar ",2 BHK Builder Floor  ,New Delhi
25000,Semi-Furnished,2,0," Mahendru Enclave, Model Town ",2 BHK Builder Floor  ,New Delhi
10000,Semi-Furnished,1,0," Begam Vihar, Begumpur ",3 BHK  House  ,New Delhi
11000,Unfurnished,1,0, Janakpuri ,1 BHK  House  ,New Delhi
18000,Unfurnished,2,0, Rajgarh Colony ,3 BHK Builder Floor  ,New Delhi
13000,Unfurnished,1,0, Pahar Ganj ,3 BHK Builder Floor  ,New Delhi
5500,Semi-Furnished,1,1," DDA Flats Sector-26, Dwarka ",1 BHK Apartment  ,New Delhi
7000,Semi-Furnished,1,1," Dharam Pura, Chandni Chowk ",1 BHK Apartment  ,New Delhi
22000,Semi-Furnished,2,0," Moti Nagar, Kirti Nagar ",3 BHK  House  ,New Delhi
6000,Unfurnished,1,1, Dwarka Sector 23B ,1 BHK  House  ,New Delhi
9000,Unfurnished,1,0, Nangloi ,1 BHK  House  ,New Delhi
15000,Unfurnished,1,0, Krishna Nagar ,2 BHK  House  ,New Delhi
10000,Semi-Furnished,1,0, Shahdara ,2 BHK  House  ,New Delhi
