price,Furnishing,Bathroom,Balcony,locality,bhk,city
100000,Semi-Furnished,4,5," Emaar Project Commonwealth Games Village 2010, Commonwealth Games Village 2010 ",4 BHK Apartment  ,New Delhi
80000,Semi-Furnished,4,3, Chittaranjan Park ,3 BHK Builder Floor  ,New Delhi
150000,Semi-Furnished,4,4, Greater Kailash 1 ,4 BHK Builder Floor  ,New Delhi
75000,Furnished,3,2, Malviya Nagar ,3 BHK Builder Floor  ,New Delhi
55000,Semi-Furnished,2,2," DDA Nilgiri Apartment, Alaknanda ",3 BHK Apartment  ,New Delhi
25000,Furnished,1,1, East Of Kailash ,1 BHK Builder Floor  ,New Delhi
60000,Semi-Furnished,3,2," Tagore Park, Mukherjee Nagar ",4 BHK Builder Floor  ,New Delhi
20000,Furnished,1,1, Freedom Fighters Enclave ,2 BHK Builder Floor  ,New Delhi
30000,Semi-Furnished,2,2, Paschim Vihar ,2 BHK Apartment  ,New Delhi
80000,Unfurnished,4,2, Naraina Vihar ,4 BHK Builder Floor  ,New Delhi
36000,Furnished,2,1," Samay Vihar Apartment, Rohini Sector 13 ",3 BHK Apartment  ,New Delhi
140000,Furnished,3,4, Defence Colony ,4 BHK Builder Floor  ,New Delhi
45000,Unfurnished,3,1, Safdarjung Enclave ,3 BHK Builder Floor  ,New Delhi
34000,Semi-Furnished,3,3," DDA Freedom Fighter Enclave, Freedom Fighters Enclave ",3 BHK  House  ,New Delhi
72000,Furnished,3,2, Lajpat Nagar 3 ,3 BHK Builder Floor  ,New Delhi
45000,Unfurnished,3,1, Anand Vihar ,3 BHK Builder Floor  ,New Delhi
120000,Semi-Furnished,4,3," Kailash hills, East Of Kailash ",4 BHK Builder Floor  ,New Delhi
85000,Unfurnished,3,2, New Rajendra Nagar ,3 BHK Builder Floor  ,New Delhi
68000,Semi-Furnished,5,2, Kirti Nagar ,4 BHK Builder Floor  ,New Delhi
17000,Furnished,1,1," Deshbandhu Apartment, Indraprastha Extension, Patparganj ",1 BHK Apartment  ,New Delhi
27000,Semi-Furnished,2,1," Kst Chattarpur Villas, Chhattarpur ",3 BHK Builder Floor  ,New Delhi
13000,Unfurnished,1,1, Rohini Sector 22 ,2 BHK  House  ,New Delhi
45000,Semi-Furnished,3,2, Surajmal Vihar ,3 BHK Builder Floor  ,New Delhi
350000,Semi-Furnished,8,7, Panchsheel Enclave ,10 BHK Builder Floor  ,New Delhi
25000,Furnished,1,0," DLF Capital Greens 1 and 2, Moti Nagar, Kirti Nagar ",1 BHK Apartment  ,New Delhi
35000,Unfurnished,3,2," Shiv Nagar, Janakpuri ",3 BHK Builder Floor  ,New Delhi
17000,Unfurnished,1,0, Chittaranjan Park ,2 BHK Builder Floor  ,New Delhi
350000,Unfurnished,6,4, Sainik Farm ,5 BHK  House  ,New Delhi
40000,Unfurnished,3,2, Janakpuri ,3 BHK Builder Floor  ,New Delhi
34000,Furnished,2,4," DDA Golf Link Residency, Dwarka ",3 BHK Apartment  ,New Delhi
42000,Semi-Furnished,2,3," DLF Capital Greens 1 and 2, Karam Pura ",3 BHK Apartment  ,New Delhi
75000,Furnished,3,3, Lajpat Nagar 3 ,3 BHK  House  ,New Delhi
18000,Semi-Furnished,2,1," Mithila Apartment, Indraprastha Extension, Patparganj ",2 BHK Apartment  ,New Delhi
13000,Furnished,1,1, Rohini Sector 18 ,1 BHK Apartment  ,New Delhi
6000,Furnished,1,0," B-4, Sector -8, Rohini,  ",3 BHK Builder Floor  ,New Delhi
23000,Semi-Furnished,2,1, Rohini Sector 9 ,2 BHK Apartment  ,New Delhi
12000,Semi-Furnished,2,1, Naraina ,1 BHK Builder Floor  ,New Delhi
45000,Unfurnished,3,2," New Rajdhani Enclave, Swasthya Vihar ",3 BHK Builder Floor  ,New Delhi
85000,Unfurnished,4,2, New Friends Colony ,3 BHK Builder Floor  ,New Delhi
60000,Unfurnished,3,2," Surajmal Vihar, Anand Vihar ",3 BHK Builder Floor  ,New Delhi
11900,Semi-Furnished,3,0," DDA LIG Pocket B2, Bakkarwala ",3 BHK Apartment  ,New Delhi
100000,Semi-Furnished,3,2," Nizamuddin East, Nizamuddin ",3 BHK Builder Floor  ,New Delhi
18000,Semi-Furnished,1,0, Dilshad Garden ,3 BHK Apartment  ,New Delhi
23000,Semi-Furnished,2,2," DDA Apna Nivas MIG Flats, Dwarka Sector 1 ",2 BHK Apartment  ,New Delhi
46000,Semi-Furnished,3,2," Savita Vihar, Anand Vihar ",3 BHK Builder Floor  ,New Delhi
140000,Semi-Furnished,3,2," Jangpura Extension, Jangpura ",3 BHK Builder Floor  ,New Delhi
30000,Semi-Furnished,2,1," Indraprastha Extension, Patparganj ",3 BHK Apartment  ,New Delhi
35000,Furnished,2,2," RWA Kalkaji Block L, Kalkaji ",2 BHK Builder Floor  ,New Delhi
28000,Semi-Furnished,2,2, Poorvi Pitampura ,3 BHK Builder Floor  ,New Delhi
40000,Unfurnished,2,2," RWA Malviya Nagar, Malviya Nagar ",2 BHK Builder Floor  ,New Delhi
56000,Semi-Furnished,3,2, Kalkaji ,3 BHK Builder Floor  ,New Delhi
30000,Furnished,2,2," Vishwakarma Apartment, Vasundhara Enclave ",3 BHK Apartment  ,New Delhi
45000,Semi-Furnished,3,2, Model Town ,3 BHK Builder Floor  ,New Delhi
22000,Furnished,1,1, Pitampura ,2 BHK Builder Floor  ,New Delhi
55000,Semi-Furnished,2,2, Vasant Kunj ,3 BHK Apartment  ,New Delhi
18500,Semi-Furnished,1,1," DDA KG 2 Apartment, Vikaspuri ",2 BHK Apartment  ,New Delhi
42000,Unfurnished,3,2, Dwarka Sector 8 ,3 BHK Builder Floor  ,New Delhi
30000,Semi-Furnished,3,3," DDA Freedom Fighter Enclave, A Block-Saket ",3 BHK Apartment  ,New Delhi
70000,Unfurnished,3,1," Shivalik A Block, Malviya Nagar ",3 BHK Builder Floor  ,New Delhi
8000,Unfurnished,1,1," DDA Flats Sector 23, Dwarka Sector 23 ",1 BHK Apartment  ,New Delhi
30000,Furnished,2,2," Vishwakarma Apartment, Vasundhara Enclave ",3 BHK Apartment  ,New Delhi
55000,Semi-Furnished,4,1, Swasthya Vihar ,4 BHK  House  ,New Delhi
120000,Semi-Furnished,4,4, Safdarjung Enclave ,4 BHK Builder Floor  ,New Delhi
52000,Semi-Furnished,3,2," RWA Malviya Nagar, Malviya Nagar ",3 BHK Builder Floor  ,New Delhi
35000,Semi-Furnished,3,1, Rajouri Garden ,3 BHK Builder Floor  ,New Delhi
55000,Furnished,3,2, Lajpat Nagar 1 ,3 BHK Builder Floor  ,New Delhi
35000,Furnished,2,1, Malviya Nagar ,2 BHK Builder Floor  ,New Delhi
60000,Unfurnished,4,2," Ashoka Niketan, Anand Vihar ",4 BHK Builder Floor  ,New Delhi
15000,Semi-Furnished,2,1, Shakarpur ,2 BHK Builder Floor  ,New Delhi
42000,Semi-Furnished,2,3," Celestial Heights, Dwarka Sector 2 ",3 BHK Apartment  ,New Delhi
20000,Semi-Furnished,1,2," DDA Rehayashi Welfare Association, Dwarka Sector 12 ",2 BHK Apartment  ,New Delhi
10000,Unfurnished,2,2," Ahinsha Enclave, Mehrauli ",2 BHK Builder Floor  ,New Delhi
12000,Semi-Furnished,2,1," Rajpur Khurd Extention Colony, Rajpur Khurd Extension, Rajpur ",2 BHK Apartment  ,New Delhi
28000,Semi-Furnished,2,2, Mayur Vihar 1 ,2 BHK Apartment  ,New Delhi
42000,Semi-Furnished,3,1, Kalyan Vihar ,3 BHK Builder Floor  ,New Delhi
35000,Semi-Furnished,2,2," DDA Sanskriti Apartments, DS 19 ",2 BHK Apartment  ,New Delhi
35000,Furnished,2,1, Freedom Fighters Enclave ,2 BHK Builder Floor  ,New Delhi
66000,Semi-Furnished,3,2, Chittaranjan Park ,3 BHK Builder Floor  ,New Delhi
42000,Semi-Furnished,2,1, Paschim Vihar ,3 BHK Builder Floor  ,New Delhi
30000,Semi-Furnished,3,1," DDA Project Paryavaran Complex, Saket ",3 BHK Builder Floor  ,New Delhi
170000,Unfurnished,4,0, Sarvodaya Enclave ,4 BHK Builder Floor  ,New Delhi
34000,Furnished,2,2, Lajpat Nagar 1 ,2 BHK Builder Floor  ,New Delhi
25000,Semi-Furnished,2,1, Freedom Fighters Enclave ,2 BHK Builder Floor  ,New Delhi
50000,Unfurnished,3,2, Paschim Vihar ,3 BHK Builder Floor  ,New Delhi
24000,Semi-Furnished,2,2, Lajpat Nagar 4 ,2 BHK Builder Floor  ,New Delhi
11000,Unfurnished,1,2, East Of Kailash ,1 BHK Apartment  ,New Delhi
18000,Furnished,1,1, Lajpat Nagar 4 ,1 BHK Builder Floor  ,New Delhi
50000,Unfurnished,2,2, Green Park ,2 BHK Builder Floor  ,New Delhi
27000,Semi-Furnished,2,1, Gautam Nagar ,2 BHK Builder Floor  ,New Delhi
65000,Semi-Furnished,3,2, Anand Vihar ,4 BHK Builder Floor  ,New Delhi
10000,Semi-Furnished,1,1, Mayur Vihar 1 ,1 BHK Builder Floor  ,New Delhi
23000,Semi-Furnished,2,2, Kalkaji ,2 BHK Builder Floor  ,New Delhi
40000,Furnished,1,1, Panchsheel Park ,1 BHK Builder Floor  ,New Delhi
37500,Semi-Furnished,2,1, Paschim Vihar Block B1 ,3 BHK Builder Floor  ,New Delhi
7000,Semi-Furnished,1,1," Radhe krishna Resident Welfare association, Dwarka Sector 3 ",1 BHK Apartment  ,New Delhi
80000,Unfurnished,3,3," M2K Victoria Gardens, Model Town ",3 BHK Apartment  ,New Delhi
31000,Furnished,2,1," Sat Nagar, Karol Bagh ",2 BHK Builder Floor  ,New Delhi
20000,Furnished,2,2, Dwarka Sector 7 ,2 BHK Builder Floor  ,New Delhi
11000,Unfurnished,1,1, Mayur Vihar 1 ,1 BHK Builder Floor  ,New Delhi
30000,Furnished,2,2, Lajpat Nagar 4 ,2 BHK Builder Floor  ,New Delhi
34500,Semi-Furnished,2,2, Kalkaji ,2 BHK Builder Floor  ,New Delhi
65000,Semi-Furnished,3,2," Vigyan Lok, Anand Vihar ",4 BHK Builder Floor  ,New Delhi
40000,Unfurnished,2,3," DDA Flats Munirka, Munirka ",3 BHK Apartment  ,New Delhi
31000,Semi-Furnished,2,3, Sarita Vihar Pocket G ,3 BHK Apartment  ,New Delhi
17000,Semi-Furnished,2,1, Janakpuri ,2 BHK Builder Floor  ,New Delhi
21500,Furnished,2,2, Patel Nagar West ,2 BHK Builder Floor  ,New Delhi
35000,Semi-Furnished,2,2," Saini Enclave, Anand Vihar ",3 BHK Apartment  ,New Delhi
14000,Unfurnished,2,2," Yamuna Vihar RWA C2, Yamuna Vihar ",2 BHK Apartment  ,New Delhi
150000,Semi-Furnished,4,3, Neeti Bagh ,4 BHK Builder Floor  ,New Delhi
14000,Unfurnished,1,1," Sarita Vihar, Mathura Road ",1 BHK Apartment  ,New Delhi
43000,Furnished,2,1, Greater Kailash 2 ,2 BHK Builder Floor  ,New Delhi
45000,Semi-Furnished,3,2, Janakpuri ,3 BHK Builder Floor  ,New Delhi
25000,Semi-Furnished,2,1," Vikassheel Apartment, Rohini Sector 13 ",3 BHK Apartment  ,New Delhi
30000,Unfurnished,3,3," Janaki Apartment, Dwarka Sector 22 ",3 BHK Apartment  ,New Delhi
38000,Unfurnished,3,4," DLF Capital Greens 1 and 2, Moti Nagar, Kirti Nagar ",3 BHK Apartment  ,New Delhi
42000,Semi-Furnished,3,2, Janakpuri Block A1 ,3 BHK Builder Floor  ,New Delhi
30000,Semi-Furnished,2,0," Private Builders Independent Floor, Chittaranjan Park ",2 BHK Apartment  ,New Delhi
50000,Unfurnished,3,1, Surajmal Vihar ,3 BHK Builder Floor  ,New Delhi
76000,Furnished,3,2, New Rajendra Nagar ,3 BHK Builder Floor  ,New Delhi
50000,Unfurnished,3,2, Lajpat Nagar 2 ,3 BHK Builder Floor  ,New Delhi
18000,Furnished,1,1," Project Amar Colony, Lajpat Nagar 4 ",1 BHK Builder Floor  ,New Delhi
20000,Unfurnished,2,1, Paschim Vihar ,2 BHK Apartment  ,New Delhi
45000,Unfurnished,3,2, Rajouri Garden ,3 BHK Builder Floor  ,New Delhi
250000,Semi-Furnished,5,4, Greater Kailash 1 ,4 BHK Builder Floor  ,New Delhi
75000,Unfurnished,3,2," RWA GK 2, Greater Kailash 2 ",3 BHK Builder Floor  ,New Delhi
90000,Furnished,3,3," Soami Nagar South, Soami Nagar ",3 BHK Builder Floor  ,New Delhi
150000,Unfurnished,3,3, Defence Colony ,3 BHK Builder Floor  ,New Delhi
65000,Furnished,3,2," DDA Freedom Fighter Enclave, Saket ",3 BHK Apartment  ,New Delhi
20000,Semi-Furnished,2,1," NEB Valley Society, Saket ",2 BHK Builder Floor  ,New Delhi
70000,Furnished,3,3," Shivani Apartments, Dwarka Sector 12 ",3 BHK Apartment  ,New Delhi
45000,Unfurnished,3,2," CC Colony, Kalyan Vihar ",4 BHK Builder Floor  ,New Delhi
45000,Furnished,3,1," DDA Freedom Fighter Enclave, Saket ",3 BHK Apartment  ,New Delhi
20000,Semi-Furnished,1,1," DDA Flats - Pocket 2, Dwarka ",2 BHK Apartment  ,New Delhi
20000,Furnished,2,3," CC Colony, Kalyan Vihar ",3 BHK  House  ,New Delhi
270000,Semi-Furnished,5,3, Vasant Vihar ,4 BHK Builder Floor  ,New Delhi
26000,Unfurnished,2,1," Kanchan Apartments, Geeta Colony ",2 BHK Apartment  ,New Delhi
50000,Semi-Furnished,3,2, Janakpuri ,3 BHK Builder Floor  ,New Delhi
15000,Unfurnished,2,1, Deep Vihar ,3 BHK Apartment  ,New Delhi
28000,Semi-Furnished,3,3, Chattarpur Enclave ,3 BHK Apartment  ,New Delhi
55000,Furnished,2,2, Lajpat Nagar 2 ,2 BHK Builder Floor  ,New Delhi
33000,Semi-Furnished,2,2, Janakpuri Block C1A ,3 BHK Builder Floor  ,New Delhi
240000,Semi-Furnished,4,4, New Rajendra Nagar ,4 BHK Builder Floor  ,New Delhi
35000,Unfurnished,3,1," NEB Valley Society, Saket ",3 BHK Builder Floor  ,New Delhi
40000,Semi-Furnished,4,1," DDA Freedom Fighter Enclave, Saket ",4 BHK Builder Floor  ,New Delhi
83000,Semi-Furnished,4,4, Chittaranjan Park ,3 BHK Builder Floor  ,New Delhi
23000,Unfurnished,2,2, Vivek Vihar Phase 1 ,2 BHK Builder Floor  ,New Delhi
11000,Semi-Furnished,1,1," RWA A4 Block, Paschim Vihar ",1 BHK Apartment  ,New Delhi
37000,Furnished,3,2, Chattarpur Enclave ,3 BHK Builder Floor  ,New Delhi
55000,Semi-Furnished,3,2," Jangpura Extension, Jangpura ",3 BHK Apartment  ,New Delhi
45000,Semi-Furnished,3,1," Sidharth Enclave, Kilokri, Ring Road ",3 BHK  House  ,New Delhi
90000,Semi-Furnished,5,1, Janakpuri ,4 BHK Builder Floor  ,New Delhi
35000,Semi-Furnished,2,2, Vivek Vihar Phase 2 ,3 BHK Builder Floor  ,New Delhi
190000,Semi-Furnished,4,3, Jor Bagh ,3 BHK Builder Floor  ,New Delhi
160000,Furnished,5,1," S Blocks Panchsheel Park, Panchsheel Park ",4 BHK Builder Floor  ,New Delhi
28000,Unfurnished,3,2, Pitampura ,3 BHK Builder Floor  ,New Delhi
33000,Semi-Furnished,2,3," DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road ",3 BHK Apartment  ,New Delhi
30000,Unfurnished,2,2, Dwarka Sector 6 ,2 BHK Apartment  ,New Delhi
46000,Semi-Furnished,3,3," DLF Capital Greens 1 and 2, Moti Nagar, Kirti Nagar ",3 BHK Apartment  ,New Delhi
30000,Unfurnished,2,2, Ramesh Nagar ,2 BHK Builder Floor  ,New Delhi
18000,Semi-Furnished,2,2, Rohini Sector 24 ,3 BHK Builder Floor  ,New Delhi
45000,Semi-Furnished,4,2," Shekhar Apartments, Acharya Niketan, Mayur Vihar ",4 BHK Apartment  ,New Delhi
25000,Unfurnished,1,1, Shakti Nagar ,1 BHK Apartment  ,New Delhi
30000,Semi-Furnished,2,1," Luxury Floors by Mark Developers, Chattarpur Extension ",3 BHK Builder Floor  ,New Delhi
14000,Semi-Furnished,2,1, Rohini ,2 BHK Builder Floor  ,New Delhi
24000,Semi-Furnished,2,2," DDA Flats Sarita Vihar, Sarita Vihar Pocket E ",2 BHK Apartment  ,New Delhi
13000,Semi-Furnished,1,1, Chattarpur Enclave ,1 BHK Builder Floor  ,New Delhi
75000,Furnished,3,2, Greater Kailash 2 E Block ,3 BHK Apartment  ,New Delhi
50000,Semi-Furnished,4,3," Beverly Park Apartments, Dwarka Sector 22 ",4 BHK Apartment  ,New Delhi
40000,Semi-Furnished,3,2, Green Park Extension ,3 BHK Builder Floor  ,New Delhi
2400000,Unfurnished,5,8, Connaught Place ,6 BHK  House  ,New Delhi
55000,Semi-Furnished,3,1," Nirman Vihar, Preet Vihar ",4 BHK Builder Floor  ,New Delhi
120000,Semi-Furnished,4,3," DDA Flats Sector B Pocket 2, Vasant Kunj Sector B ",4 BHK Apartment  ,New Delhi
22000,Semi-Furnished,2,1," DDA Freedom Fighter Enclave, Saket ",2 BHK Apartment  ,New Delhi
10000,Unfurnished,1,1, Saket ,1 BHK Builder Floor  ,New Delhi
8500,Unfurnished,1,1, Laxmi Nagar ,1 BHK Apartment  ,New Delhi
4000,Furnished,1,0, Rani Bagh ,1 BHK Builder Floor  ,New Delhi
35000,Semi-Furnished,2,3," DDA Flats Sector B Pocket 9, Vasant Kunj Sector B ",2 BHK Apartment  ,New Delhi
45000,Unfurnished,2,1," Khirki extension, Malviya Nagar ",3 BHK Builder Floor  ,New Delhi
65000,Furnished,2,0," DDA Flats Vasant Kunj, Vasant Kunj Sector D ",3 BHK Apartment  ,New Delhi
28000,Furnished,1,1," DDA Dronacharya Apartments, Mayur Vihar 1 ",2 BHK Apartment  ,New Delhi
8000,Unfurnished,1,1, Govindpuri Main ,1 BHK Builder Floor  ,New Delhi
15000,Furnished,1,0, Chattarpur Enclave ,1 BHK Builder Floor  ,New Delhi
26000,Semi-Furnished,2,3," OCS Apartments, Mayur Vihar 1 ",2 BHK Apartment  ,New Delhi
40000,Semi-Furnished,4,2, Saket ,4 BHK Builder Floor  ,New Delhi
16000,Furnished,2,1," Sarita Vihar, Mathura Road ",2 BHK Builder Floor  ,New Delhi
35000,Unfurnished,2,1, Pitampura ,3 BHK Builder Floor  ,New Delhi
28000,Unfurnished,1,2," JNU Campus Old, Munirka ",2 BHK Apartment  ,New Delhi
25000,Semi-Furnished,2,1, Hari Nagar ,3 BHK Builder Floor  ,New Delhi
34000,Unfurnished,2,2, Saket ,2 BHK Builder Floor  ,New Delhi
16000,Semi-Furnished,2,1," Sadh Nagar, Palam ",3 BHK Builder Floor  ,New Delhi
49000,Semi-Furnished,3,2," Anandlok Housing Society, Acharya Niketan, Mayur Vihar ",3 BHK Apartment  ,New Delhi
50000,Semi-Furnished,3,2," Gujranwala Town, Model Town ",3 BHK Builder Floor  ,New Delhi
350000,Unfurnished,3,2, Jor Bagh ,4 BHK Builder Floor  ,New Delhi
35000,Semi-Furnished,3,3," White Rose Apartments, Dwarka Sector 13 ",3 BHK Apartment  ,New Delhi
35000,Furnished,2,2," Dharma Apartment, Indraprastha Extension, Patparganj ",3 BHK Apartment  ,New Delhi
65000,Furnished,3,3, Green Park ,3 BHK Apartment  ,New Delhi
60000,Unfurnished,3,1, Greater Kailash 1 ,3 BHK Builder Floor  ,New Delhi
60000,Furnished,3,1, Vasant Kunj ,3 BHK Apartment  ,New Delhi
40000,Unfurnished,4,4," Chinar Apartment, Dwarka Sector 18 ",4 BHK Apartment  ,New Delhi
75000,Unfurnished,3,2," Shivalik, Malviya Nagar ",3 BHK Builder Floor  ,New Delhi
140000,Semi-Furnished,3,4, Anand Niketan Block D ,3 BHK Builder Floor  ,New Delhi
35000,Semi-Furnished,3,2," City Apartment, Vasundhara Enclave ",3 BHK Apartment  ,New Delhi
35000,Semi-Furnished,2,1," DDA Flats Vasant Kunj, Vasant Kunj Sector D ",2 BHK Apartment  ,New Delhi
14000,Semi-Furnished,2,1," Arjun Garh, Aya Nagar ",2 BHK Builder Floor  ,New Delhi
45000,Semi-Furnished,3,2, Preet Vihar ,3 BHK Builder Floor  ,New Delhi
28000,Semi-Furnished,3,1," DDA Mod Apartments, Vasundhara Enclave ",3 BHK Apartment  ,New Delhi
28000,Furnished,2,1, West Patel Nagar ,2 BHK Builder Floor  ,New Delhi
27000,Semi-Furnished,2,1, Janakpuri ,2 BHK Builder Floor  ,New Delhi
9000,Unfurnished,1,1," Joshi Colony, Patparganj ",1 BHK Builder Floor  ,New Delhi
17500,Unfurnished,1,1," DDA Akshardham Apartments, DS 19 ",1 BHK Builder Floor  ,New Delhi
26000,Semi-Furnished,2,0," Citizen Enclave, Rohini Sector 14 ",3 BHK Apartment  ,New Delhi
40000,Furnished,3,2, Surajmal Vihar ,3 BHK Builder Floor  ,New Delhi
15000,Semi-Furnished,2,1, Saket ,3 BHK Builder Floor  ,New Delhi
13000,Semi-Furnished,2,3, Rohini Sector 5 ,2 BHK Builder Floor  ,New Delhi
85000,Semi-Furnished,3,3, Greater Kailash 1 ,3 BHK Builder Floor  ,New Delhi
22000,Furnished,1,2, Lajpat Nagar 2 ,1 BHK Builder Floor  ,New Delhi
29500,Semi-Furnished,2,2," Ratan Park, Bali Nagar ",3 BHK Builder Floor  ,New Delhi
35000,Semi-Furnished,2,2," Manas Apartments, Mayur Vihar 1 ",2 BHK Apartment  ,New Delhi
18500,Semi-Furnished,2,1," DDA Akshardham Apartments, DS 19 ",2 BHK Builder Floor  ,New Delhi
90000,Furnished,3,2," DDA Flats Sector B Pocket 2, Vasant Kunj Sector B ",3 BHK Apartment  ,New Delhi
65000,Unfurnished,4,2, Defence Colony ,3 BHK Builder Floor  ,New Delhi
38000,Semi-Furnished,3,4," Kunj Vihar Apartment, Dwarka Sector 12 ",3 BHK Apartment  ,New Delhi
90000,Semi-Furnished,3,2," Kailash Colony, Greater Kailash ",3 BHK Builder Floor  ,New Delhi
60000,Unfurnished,3,1, Greater Kailash Enclave 1 ,3 BHK Builder Floor  ,New Delhi
30000,Semi-Furnished,3,1, Rohini Sector 16 ,3 BHK Builder Floor  ,New Delhi
62000,Unfurnished,4,4," Jagriti Enclave, Anand Vihar ",4 BHK Builder Floor  ,New Delhi
15000,Unfurnished,2,0," Indraprastha Extension, Patparganj ",1 BHK Apartment  ,New Delhi
21000,Semi-Furnished,2,2," DDA Vivekananda Apartment, Rohini Sector 8 ",2 BHK Apartment  ,New Delhi
75000,Unfurnished,4,2, Janakpuri ,4 BHK Builder Floor  ,New Delhi
26000,Furnished,2,2, Patel Nagar West ,2 BHK Builder Floor  ,New Delhi
7000,Semi-Furnished,1,1," DDA Flats Sector 23, Dwarka Sector 23 ",1 BHK Apartment  ,New Delhi
21000,Furnished,2,3, Dwarka Mor ,3 BHK Apartment  ,New Delhi
20000,Semi-Furnished,1,1, Paschim Vihar Block A2 ,1 BHK  House  ,New Delhi
48000,Unfurnished,2,1," Satya Niketan, Moti Bagh ",3 BHK Builder Floor  ,New Delhi
45000,Unfurnished,3,1, Janakpuri ,3 BHK Builder Floor  ,New Delhi
24000,Semi-Furnished,2,1," Highway Apartment, Ghazipur ",3 BHK Apartment  ,New Delhi
38000,Unfurnished,2,2, Sarita Vihar Pocket A ,3 BHK Apartment  ,New Delhi
150000,Unfurnished,4,3, Defence Colony ,3 BHK Builder Floor  ,New Delhi
25000,Unfurnished,2,2, Sheikh Sarai Phase 2 ,2 BHK Apartment  ,New Delhi
10000,Unfurnished,1,1," RWA Subhash Park, Uttam Nagar West ",1 BHK Builder Floor  ,New Delhi
10000,Furnished,1,0," Hardev Nagar, Burari ",3 BHK  House  ,New Delhi
22000,Furnished,2,1, Vikaspuri ,2 BHK Apartment  ,New Delhi
48000,Furnished,3,3," Yojna Vihar, Anand Vihar ",3 BHK Builder Floor  ,New Delhi
80000,Semi-Furnished,3,3, Lajpat Nagar 2 ,3 BHK Builder Floor  ,New Delhi
13500,Semi-Furnished,1,1," Nirman Vihar, Preet Vihar ",2 BHK Builder Floor  ,New Delhi
50000,Unfurnished,4,2, Janakpuri ,3 BHK Builder Floor  ,New Delhi
9000,Semi-Furnished,1,1, Hari Nagar ,1 BHK Builder Floor  ,New Delhi
25000,Furnished,1,1, New Rajendra Nagar ,1 BHK Builder Floor  ,New Delhi
27500,Semi-Furnished,2,1, Malviya Nagar ,2 BHK  House  ,New Delhi
50000,Semi-Furnished,2,0," Project Gangotri Enclave, Gangotri Enclave, Alaknanda ",3 BHK Apartment  ,New Delhi
14000,Unfurnished,2,1, Rohini Sector 24 ,2 BHK Builder Floor  ,New Delhi
15000,Semi-Furnished,2,1, Laxmi Nagar ,2 BHK Builder Floor  ,New Delhi
45000,Unfurnished,4,2," Sidharth Enclave, Kilokri, Ring Road ",5 BHK Apartment  ,New Delhi
15000,Unfurnished,2,2," DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road ",2 BHK Apartment  ,New Delhi
31000,Furnished,3,2," Sai Apartment, Rohini Sector 13 ",3 BHK Apartment  ,New Delhi
20000,Furnished,2,1, Mahavir Enclave Part 1 ,2 BHK Builder Floor  ,New Delhi
45000,Semi-Furnished,2,2, Lajpat Nagar 1 ,2 BHK Builder Floor  ,New Delhi
14000,Unfurnished,1,2," Home 6, New Ashok Nagar ",2 BHK Builder Floor  ,New Delhi
8000,Unfurnished,1,0," Nehru Nagar, Lajpat Nagar ",1 BHK  House  ,New Delhi
140000,Semi-Furnished,3,2," Green Park RWA, Green Park Extension ",4 BHK  House  ,New Delhi
150000,Semi-Furnished,4,1, Sainik Farm ,5 BHK  House  ,New Delhi
25000,Semi-Furnished,2,2, Janakpuri ,3 BHK Builder Floor  ,New Delhi
60000,Unfurnished,4,2, Green Park Extension ,3 BHK  House  ,New Delhi
85000,Unfurnished,3,3, Chittaranjan Park ,3 BHK Builder Floor  ,New Delhi
120000,Unfurnished,3,2," Jangpura Extension, Jangpura ",3 BHK Builder Floor  ,New Delhi
26000,Semi-Furnished,2,2, Chattarpur Enclave ,3 BHK Builder Floor  ,New Delhi
40000,Semi-Furnished,3,2, Vikaspuri ,3 BHK Builder Floor  ,New Delhi
30000,Semi-Furnished,2,1," Arya Nagar Apartment, Indraprastha Extension, Patparganj ",3 BHK Apartment  ,New Delhi
11000,Semi-Furnished,1,0, Rohini Sector 5 ,1 BHK Builder Floor  ,New Delhi
35000,Semi-Furnished,2,1, Karol Bagh ,2 BHK Apartment  ,New Delhi
42000,Unfurnished,2,3," DDA Golf View Apartments, Saket ",2 BHK Apartment  ,New Delhi
29000,Semi-Furnished,2,2, Pitampura ,3 BHK Builder Floor  ,New Delhi
45000,Unfurnished,3,1," Savera Apartment, Rohini Sector 13 ",3 BHK Apartment  ,New Delhi
31000,Unfurnished,2,2, Malviya Nagar ,2 BHK Builder Floor  ,New Delhi
6000,Semi-Furnished,1,1, Mahipalpur ,1 BHK Apartment  ,New Delhi
40000,Semi-Furnished,3,2," Goyal Builder Floors, Uttam Nagar West ",3 BHK Builder Floor  ,New Delhi
28000,Semi-Furnished,2,1, Vikaspuri Block G ,3 BHK  House  ,New Delhi
10000,Unfurnished,1,2," RWA Yamuna Vihar Block C 4, Yamuna Vihar ",1 BHK  House  ,New Delhi
25000,Furnished,2,1," DDA Flat, Janakpuri ",2 BHK  House  ,New Delhi
40000,Semi-Furnished,2,1," Indraprastha Extension, Patparganj ",3 BHK Apartment  ,New Delhi
11500,Unfurnished,1,1," Pochanpur Colony, Dwarka ",1 BHK  House  ,New Delhi
20000,Semi-Furnished,2,2," Delhi Rajdhani Apartments, Indraprastha Extension, Patparganj ",2 BHK Apartment  ,New Delhi
