,price,Furnishing,Bathroom,Balcony,bhk,locality,City
158,140000,Furnished,6,2,4 BHK Villa , Gopanpalle ,Hyderabad
159,"95,000",Furnished,4,1,4 BHK Villa , Chanda Nagar ,Hyderabad
160,"20,000",Semi-Furnished,4,1,3 BHKHouse , Pashamylaram ,Hyderabad
161,"30,000",Semi-Furnished,3,3,3 BHK Apartment , Hyderguda ,Hyderabad
162,"62,000",Semi-Furnished,3,2,3 BHK Apartment , Gachibowli ,Hyderabad
163,"20,000",Unfurnished,1,2,1 BHK Apartment , Madhapur ,Hyderabad
164,"25,000",Unfurnished,4,0,4 BHKHouse ," Narsingi, Outer Ring Road ",Hyderabad
165,"15,000",Unfurnished,1,0,2 BHKHouse ," Kachiguda, NH 2 2 ",Hyderabad
166,"30,000",Unfurnished,3,3,3 BHK Villa , Srisailam Highway ,Hyderabad
167,"20,000",Semi-Furnished,3,2,3 BHK Apartment , Kompally ,Hyderabad
168,"18,000",Semi-Furnished,2,2,2 BHK Apartment , Kompally ,Hyderabad
169,"15,000",Furnished,3,2,3 BHK Apartment , Sainikpuri ,Hyderabad
170,"25,000",Semi-Furnished,2,2,3 BHK Apartment , Sainikpuri ,Hyderabad
171,"35,000",Unfurnished,2,2,3 BHK Builder Floor , Gowlidoddy ,Hyderabad
172,"12,500",Unfurnished,2,0,2 BHKHouse , Sainikpuri ,Hyderabad
173,"50,000",Unfurnished,3,1,3 BHK Apartment , Manikonda Jagir ,Hyderabad
174,"48,000",Semi-Furnished,2,1,3 BHK Apartment , Kondapur ,Hyderabad
175,250000,Semi-Furnished,4,3,4 BHK Apartment ," Narsingi, Outer Ring Road ",Hyderabad
176,110000,Furnished,3,2,3 BHK Apartment , Nanakaramguda ,Hyderabad
177,"38,000",Semi-Furnished,2,1,3 BHK Apartment ," Manchirevula, Outer Ring Road ",Hyderabad
178,"35,000",Semi-Furnished,4,2,3 BHKHouse , Sainikpuri ,Hyderabad
179,"70,000",Semi-Furnished,3,2,4 BHK Villa ," Kismatpur, Outer Ring Road ",Hyderabad
180,"20,000",Furnished,1,0,1 BHKHouse ," my home bhooja, Hitech City ",Hyderabad
181,"14,500",Furnished,2,1,2 BHK Apartment , Kondapur ,Hyderabad
182,"20,000",Unfurnished,2,0,2 BHKHouse , Dilsukhnagar ,Hyderabad
183,"42,000",Semi-Furnished,3,0,3 BHK Apartment ," Manikonda,  ",Hyderabad
184,"75,000",Semi-Furnished,4,0,4 BHK Villa , Mokila ,Hyderabad
185,"20,000",Unfurnished,2,0,2 BHKHouse ," Patighanpur, Outer Ring Road ",Hyderabad
186,120000,Unfurnished,4,0,4 BHK Villa , Gopanpalle ,Hyderabad
187,"53,000",Unfurnished,4,3,4 BHK Apartment , Kompally ,Hyderabad
188,"33,300",Semi-Furnished,4,2,4 BHK Villa ," Mallampet, Outer Ring Road ",Hyderabad
189,120000,Furnished,5,2,4 BHK Villa ," Tellapur, Outer Ring Road ",Hyderabad
190,"21,500",Semi-Furnished,3,3,3 BHKHouse , Hastinapuram ,Hyderabad
191,140000,Semi-Furnished,5,3,4 BHK Apartment ," Somajiguda, NH  9 ",Hyderabad
192,"20,000",Furnished,2,2,2 BHKHouse , Mallikarjuna Colony ,Hyderabad
193,"12,000",Unfurnished,3,0,2 BHKHouse , East Anandbagh ,Hyderabad
194,"22,000",Semi-Furnished,3,2,3 BHK Villa , Maheshwaram ,Hyderabad
195,"25,000",Semi-Furnished,3,2,3 BHKHouse , Yapral ,Hyderabad
196,"60,000",Semi-Furnished,5,2,4 BHK Villa , Satamrai ,Hyderabad
197,"13,000",Semi-Furnished,1,1,1 BHK Apartment ," Mahendra Hills, Secunderabad ",Hyderabad
198,"12,500",Unfurnished,2,1,2 BHKHouse , Dattatreya Nagar ,Hyderabad
199,"25,000",Semi-Furnished,3,2,3 BHK Builder Floor , Tarnaka ,Hyderabad
200,"10,000",Semi-Furnished,2,0,2 BHKHouse , Malkajgiri ,Hyderabad
