,price,Furnishing,Bathroom,Balcony,bhk,locality,City
127,"28,000",Semi-Furnished,3,3,3 BHK Builder Floor ," Vatika Independent Floors, Sector 82 ",Gurgaon
128,750000,Unfurnished,4,5,4 BHK Apartment ," DLF Camellias, Golf Course Road ",Gurgaon
129,140000,Semi-Furnished,4,3,3 BHK Apartment ," M3M Golf Estate, Sector 65 ",Gurgaon
130,170000,Semi-Furnished,5,2,5 BHK Villa ," South City 1, Sector 41 ",Gurgaon
131,"25,000",Semi-Furnished,2,3,2 BHK Apartment ," SS The Leaf, Sector 85 ",Gurgaon
132,110000,Semi-Furnished,4,4,4 BHK Villa ," Unitech Aspen Greens, Nirvana Country, Sector 50 ",Gurgaon
133,"46,000",Semi-Furnished,2,3,2 BHK Apartment ," M3M Skywalk, Sector 74, Delhi  Expressway ",Gurgaon
134,"50,000",Semi-Furnished,3,3,3 BHK Apartment ," DLF Garden City The Primus, Sector 82A ",Gurgaon
135,"18,000",Unfurnished,2,2,2 BHKHouse ," HUDA Flats, Sector 9A ",Gurgaon
136,"30,000",Semi-Furnished,2,4,3 BHK Apartment ," New Anand Apartment, Sector 56 ",Gurgaon
137,"48,000",Semi-Furnished,3,3,3 BHK Apartment , Sector 66 ,Gurgaon
138,"89,000",Semi-Furnished,6,4,5 BHKHouse , DLF City Phase 1 ,Gurgaon
139,"70,000",Semi-Furnished,3,3,3 BHK Apartment ," IREO Skyon, Sector 60 ",Gurgaon
140,"90,000",Semi-Furnished,3,3,3 BHK Apartment ," Emaar Digi Homes, Sector 62 ",Gurgaon
141,"70,000",Furnished,4,3,4 BHK Apartment ," BPTP park prime, Sector 66 ",Gurgaon
142,450000,Furnished,6,4,4 BHK Apartment ," DLF The Magnolias, Sector 42 ",Gurgaon
143,"52,000",Furnished,2,2,2 BHK Apartment ," SS The Leaf, Sector 85 ",Gurgaon
144,"12,000",Semi-Furnished,2,1,2 BHK Apartment ," Signature The Roselia, Sector 95A, Pataudi Road ",Gurgaon
145,"50,000",Semi-Furnished,3,2,3 BHK Builder Floor ," Luxury Builder Floors, Malibu Town, Sector 47 ",Gurgaon
146,"70,000",Semi-Furnished,4,3,4 BHK Apartment ," Emaar Palm Terraces Select, Sector 66 ",Gurgaon
147,"60,000",Semi-Furnished,3,3,3 BHK Apartment ," orchid petals, Sector 49 ",Gurgaon
148,630000,Semi-Furnished,5,4,4 BHK Apartment ," DLF The Magnolias, Sector 42 ",Gurgaon
149,130000,Semi-Furnished,5,3,4 BHK Apartment ," M3M Latitude, Sector 65 ",Gurgaon
150,"62,000",Unfurnished,3,3,3 BHK Apartment , Badshahpur ,Gurgaon
151,"27,000",Unfurnished,3,3,3 BHK Apartment ," DLF Regal Gardens, Sector 90 ",Gurgaon
152,400000,Semi-Furnished,6,4,4 BHK Apartment ," DLF Aralias, Golf Course Road ",Gurgaon
153,"22,000",Semi-Furnished,3,2,3 BHK Apartment ," Vatika Primrose Floors, Sector 82 ",Gurgaon
154,"45,000",Semi-Furnished,3,3,3 BHK Apartment ," SS The Leaf, Sector 85 ",Gurgaon
155,"55,000",Semi-Furnished,4,3,3 BHK Apartment ," IREO Uptown, Golf course Extension Road ",Gurgaon
156,"75,000",Furnished,3,2,3 BHK Builder Floor , Sector 45 ,Gurgaon
157,"50,000",Semi-Furnished,2,1,2 BHK Apartment ," Unitech Heritage City, Mehrauli  Road ",Gurgaon
158,"31,000",Semi-Furnished,2,2,2 BHK Builder Floor , Sector 47 ,Gurgaon
159,"25,000",Furnished,1,2,2 BHK Builder Floor ," Palam Vihar Residential Society, Palam Vihar ",Gurgaon
160,"45,000",Semi-Furnished,5,3,4 BHK Apartment ," Puri Diplomatic Greens, Sector 111 ",Gurgaon
161,"45,000",Unfurnished,3,2,3 BHK Builder Floor , Sector 51 ,Gurgaon
162,190000,Semi-Furnished,4,3,4 BHK Apartment ," M3M Golf Estate, Sector 65 ",Gurgaon
163,"80,000",Semi-Furnished,3,2,3 BHK Builder Floor , Sector 46 ,Gurgaon
164,"25,000",Furnished,2,1,2 BHK Apartment ," Pyramid Urban67A, Sector 67A ",Gurgaon
165,"85,000",Semi-Furnished,5,5,5 BHK Villa , Sector 109 ,Gurgaon
166,150000,Furnished,1,1,3 BHK Apartment ," M3M Latitude, Sector 65 ",Gurgaon
167,"45,000",Semi-Furnished,3,0,3 BHK Apartment ," Tulip Violet, Sector 69 ",Gurgaon
168,500000,Semi-Furnished,3,4,3 BHK Apartment ," DLF Aralias, Golf Course Road ",Gurgaon
169,"43,000",Semi-Furnished,4,3,3 BHK Apartment ," SS The Leaf, Sector 85 ",Gurgaon
170,"12,000",Unfurnished,2,1,3 BHK Apartment ," Rof Ananda, Sector 95 ",Gurgaon
171,"31,000",Semi-Furnished,2,4,2 BHK Apartment ," SS The Leaf, Sector 85 ",Gurgaon
172,"65,000",Furnished,3,2,3 BHK Builder Floor ," Sushant Lok Builder Floors, Sushant Lok-I, Sector 43 ",Gurgaon
173,100000,Semi-Furnished,6,8,5 BHK Apartment ," Emaar MGF Palm Terraces Select, Badshahpur ",Gurgaon
174,150000,Semi-Furnished,4,2,3 BHK Apartment ," Mahindra Luminare, Sector 59  ",Gurgaon
175,"39,000",Semi-Furnished,2,3,2 BHK Apartment ," M3M Skywalk, Alameda, Sector 74 ",Gurgaon
176,150000,Unfurnished,5,4,4 BHK Penthouse , Golf Course Road ,Gurgaon
177,480000,Semi-Furnished,5,4,4 BHK Apartment ," DLF Aralias, Golf Course Road ",Gurgaon
178,"17,000",Semi-Furnished,2,2,2 BHK Apartment ," Mapsko Paradise, Sector 83 ",Gurgaon
179,650000,Furnished,8,6,6 BHKHouse ," DLF Phase 1 Arjun Marg, DLF City Phase 1 ",Gurgaon
180,550000,Semi-Furnished,6,5,5 BHK Villa , DLF City Phase 1 ,Gurgaon
181,"85,000",Furnished,3,3,3 BHK Apartment ," DLF Richmond Park, Sector 27 ",Gurgaon
182,200000,Unfurnished,6,3,5 BHK Villa ," Unitech The Villas, Sector 33 ",Gurgaon
183,150000,Semi-Furnished,4,2,4 BHK Apartment ," La Lagune , Golf Course Road ",Gurgaon
184,"37,000",Unfurnished,5,5,3 BHK Apartment ," Park View Grand Spa, Sector 81 ",Gurgaon
185,"32,000",Semi-Furnished,3,3,3 BHK Apartment ," Emaar Palm Gardens, Sector 83 ",Gurgaon
186,"42,600",Semi-Furnished,3,2,3 BHK Apartment ," Experion Windchants, Sector 112 ",Gurgaon
187,"55,000",Semi-Furnished,3,3,3 BHK Apartment ," Park View City 1, Sector 48 ",Gurgaon
188,229999,Semi-Furnished,6,4,5 BHK Apartment ," Parsvnath Exotica, Golf Course Road ",Gurgaon
189,"12,000",Unfurnished,2,2,2 BHK Apartment ," Signature Global The Millennia, Garauli Khurd, Sector 37D, Delhi  Expressway ",Gurgaon
190,"70,000",Unfurnished,5,5,4 BHK Apartment , Badshahpur ,Gurgaon
191,190000,Semi-Furnished,5,3,4 BHK Apartment ," Central Park Resorts Sky Villas, Tikri, Sector 48, Sohna Road ",Gurgaon
192,"40,000",Furnished,1,1,1 BHK Apartment , Sector 62 ,Gurgaon
193,"45,000",Semi-Furnished,4,3,3 BHK Apartment ," Puri Emerald Bay, Dhanwanpur Village, Sector 104 ",Gurgaon
194,"22,000",Furnished,1,1,Studio Apartment ," Sapphire Eighty Three, Sector 83 ",Gurgaon
195,150000,Semi-Furnished,4,4,4 BHK Apartment ," DLF Park Place, Sector 54 ",Gurgaon
